# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:T_dmeff               13:cdmeff2               14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       7.565213307992e+13       1.320844764247e-25       6.128175300546e-09       1.234650680831e+22       1.429062974619e+04       1.888992307870e-10       1.081116623355e+18       3.537662925779e-09       9.012884037369e+43       1.070931247170e+33       5.554582672009e+33       2.061898884098e+14       2.369078597927e+06       3.815882481151e-08       6.230738998726e+43       1.524362303676e+44       1.524362303676e+44       5.081207678699e+43      -3.317033513554e+52       3.258401239478e-06       3.583914038907e+00 
       7.512624933457e+13       1.339401312340e-25       6.170012056828e-09       1.217545385707e+22       1.429062974619e+04       1.902215254025e-10       1.073601413460e+18       3.562426566259e-09       8.764878518120e+43       1.048752909667e+33       5.439550629089e+33       2.047565922645e+14       2.352610325653e+06       3.815882481151e-08       6.059289143798e+43       1.482416766257e+44       1.482416766257e+44       4.941389220639e+43      -3.203336089775e+52       3.339861270465e-06       3.496501501373e+00 
       7.460402118627e+13       1.358218561377e-25       6.213667802513e-09       1.200677073502e+22       1.429062974619e+04       1.915530760803e-10       1.066138444350e+18       3.587363552222e-09       8.523697311413e+43       1.027033872102e+33       5.326900830108e+33       2.033332594489e+14       2.336256529950e+06       3.815882481151e-08       5.892557036278e+43       1.441625434833e+44       1.441625434833e+44       4.805418115897e+43      -3.093535854289e+52       3.421321301452e-06       3.413251465626e+00 
       7.408542322370e+13       1.377300173946e-25       6.257323548198e-09       1.184042460968e+22       1.429062974619e+04       1.928939476129e-10       1.058727352880e+18       3.612475097088e-09       8.289152634162e+43       1.005764622649e+33       5.216583940236e+33       2.019198207046e+14       2.320016415051e+06       3.815882481151e-08       5.730412858961e+43       1.401956549375e+44       1.401956549375e+44       4.673188497708e+43      -2.987499223800e+52       3.502781332439e-06       3.333873524565e+00 
       7.357043021222e+13       1.396649864090e-25       6.300979293883e-09       1.167638310346e+22       1.429062974619e+04       1.942442052461e-10       1.051367778431e+18       3.637762422767e-09       8.061061870468e+43       9.849358464708e+32       5.108551646337e+33       2.005162072544e+14       2.303889190723e+06       3.815882481151e-08       5.572730366797e+43       1.363379223787e+44       1.363379223787e+44       4.544597412421e+43      -2.885097193824e+52       3.584241363425e-06       3.258103671734e+00 
       7.305901709257e+13       1.416271398030e-25       6.344635039568e-09       1.151461428734e+22       1.429062974619e+04       1.956039146829e-10       1.044059362890e+18       3.663226759726e-09       7.839247429430e+43       9.645384216318e+32       5.002756635814e+33       1.991223507993e+14       2.287874072223e+06       3.815882481151e-08       5.419386788590e+43       1.325863421862e+44       1.325863421862e+44       4.419544739340e+43      -2.786205181745e+52       3.665701394412e-06       3.185701367918e+00 
       7.255115897971e+13       1.436168594901e-25       6.390109774657e-09       1.135508667465e+22       1.429062974619e+04       1.969731420856e-10       1.036801750636e+18       3.688869347044e-09       7.623536606878e+43       9.445634151073e+32       4.899152575883e+33       1.977381835152e+14       2.271970280268e+06       3.815882481151e-08       5.270262731413e+43       1.289379933888e+44       1.289379933888e+44       4.297933112764e+43      -2.690702875245e+52       3.747161425399e-06       3.116446990354e+00 
       7.204683116158e+13       1.456345327491e-25       6.433765520342e-09       1.119776921495e+22       1.429062974619e+04       1.983519540802e-10       1.029594588516e+18       3.714691432473e-09       7.413761450905e+43       9.250020788697e+32       4.797694093283e+33       1.963636380494e+14       2.256177040987e+06       3.815882481151e-08       5.125242087647e+43       1.253900353912e+44       1.253900353912e+44       4.179667846184e+43      -2.598474085931e+52       3.828621456386e-06       3.050139607581e+00 
       7.154600909790e+13       1.476805522996e-25       6.479240255430e-09       1.104263128799e+22       1.429062974619e+04       1.997404177588e-10       1.022437525836e+18       3.740694272500e-09       7.209758631098e+43       9.058458460580e+32       4.698336754408e+33       1.949986475174e+14       2.240493585892e+06       3.815882481151e-08       4.984211944581e+43       1.219397057624e+44       1.219397057624e+44       4.064656858560e+43      -2.509406607982e+52       3.910081487373e-06       2.986595032423e+00 
       7.104866841896e+13       1.497553163789e-25       6.524714990519e-09       1.088964269773e+22       1.429062974619e+04       2.011386006831e-10       1.015330214335e+18       3.766879132408e-09       7.011369311369e+43       8.870863272256e+32       4.601037045844e+33       1.936431454994e+14       2.224919151836e+06       3.815882481151e-08       4.847062496498e+43       1.185843180842e+44       1.185843180842e+44       3.952810602622e+43      -2.423392081637e+52       3.991541518360e-06       2.925644113394e+00 
       7.055478492449e+13       1.518592288187e-25       6.570189725608e-09       1.073877366649e+22       1.429062974619e+04       2.025465708879e-10       1.008272308178e+18       3.793247286334e-09       6.818439026289e+43       8.687153066661e+32       4.505752355313e+33       1.922970660377e+14       2.209452980975e+06       3.815882481151e-08       4.713686959179e+43       1.153212598601e+44       1.153212598601e+44       3.844041995156e+43      -2.340325861365e+52       4.073001549347e-06       2.867131231126e+00 
       7.006433458242e+13       1.539926991244e-25       6.615664460696e-09       1.058999482914e+22       1.429062974619e+04       2.039643968841e-10       1.001263463930e+18       3.819800017338e-09       6.630817560821e+43       8.507247388158e+32       4.412440953012e+33       1.909603436328e+14       2.194094320736e+06       3.815882481151e-08       4.583981486763e+43       1.121479904811e+44       1.121479904811e+44       3.738266349195e+43      -2.260106888553e+52       4.154461580333e-06       2.810912971693e+00 
       6.957729352772e+13       1.561561425543e-25       6.662958185188e-09       1.044327722737e+22       1.429062974619e+04       2.053921476623e-10       9.943033405466e+17       3.846538617459e-09       6.448358833359e+43       8.331067447294e+32       4.321061973338e+33       1.896329132406e+14       2.178842423775e+06       3.815882481151e-08       4.457845090895e+43       1.090620392477e+44       1.090620392477e+44       3.635401308085e+43      -2.182637568559e+52       4.235921611320e-06       2.756856953006e+00 
       6.909363806129e+13       1.583499802011e-25       6.708432920277e-09       1.029859230409e+22       1.429062974619e+04       2.068298926959e-10       9.873915993511e+17       3.873464387781e-09       6.270920781994e+43       8.158536086299e+32       4.231575396987e+33       1.883147102693e+14       2.163696547946e+06       3.815882481151e-08       4.335179562090e+43       1.060610034459e+44       1.060610034459e+44       3.535366781361e+43      -2.107823651976e+52       4.317381642307e-06       2.704840784082e+00 
       6.861334464875e+13       1.605746390729e-25       6.755726644769e-09       1.015591189784e+22       1.429062974619e+04       2.082777019448e-10       9.805279040230e+17       3.900578638495e-09       6.098365253901e+43       7.989577745294e+32       4.143942033434e+33       1.870056705757e+14       2.148655956258e+06       3.815882481151e-08       4.215889393274e+43       1.031425464767e+44       1.031425464767e+44       3.438084882392e+43      -2.035574119968e+52       4.398841673294e-06       2.654751139932e+00 
       6.813638991932e+13       1.628305521772e-25       6.803020369262e-09       1.001520823732e+22       1.429062974619e+04       2.097356458584e-10       9.737119205789e+17       3.927882688965e-09       5.930557897776e+43       7.824118429199e+32       4.058123503764e+33       1.857057304630e+14       2.133719916846e+06       3.815882481151e-08       4.099881705419e+43       1.003043960368e+44       1.003043960368e+44       3.343479867732e+43      -1.965801073538e+52       4.480301704281e-06       2.606482937388e+00 
       6.766275066466e+13       1.651181586048e-25       6.850314093754e-09       9.876453935971e+21       1.429062974619e+04       2.112037953794e-10       9.669433173574e+17       3.955377867787e-09       5.767368059232e+43       7.662085675328e+32       3.974082223866e+33       1.844148266768e+14       2.118887702931e+06       3.815882481151e-08       3.987066175230e+43       9.754434234936e+43       9.754434234936e+43       3.251478078154e+43      -1.898419626589e+52       4.561761735268e-06       2.559938599221e+00 
       6.719240383780e+13       1.674379036150e-25       6.899426807649e-09       9.739621986682e+21       1.429062974619e+04       2.126822219471e-10       9.602217650024e+17       3.983065512861e-09       5.608668679066e+43       7.503408521651e+32       3.891781387973e+33       1.831328964025e+14       2.104158592788e+06       3.815882481151e-08       3.877354964815e+43       9.486023644345e+43       9.486023644345e+43       3.162007881294e+43      -1.833347802651e+52       4.643221766254e-06       2.515027395726e+00 
       6.672532655193e+13       1.697902387229e-25       6.946720532142e-09       9.604685756490e+21       1.429062974619e+04       2.141709975007e-10       9.535469364473e+17       4.010946971451e-09       5.454336194339e+43       7.348017475722e+32       3.811184952545e+33       1.818598772621e+14       2.089531869705e+06       3.815882481151e-08       3.770662653300e+43       9.224998848093e+43       9.224998848093e+43       3.074999615879e+43      -1.770506435146e+52       4.724681797241e-06       2.471664854420e+00 
       6.626149607938e+13       1.721756217867e-25       6.995833246037e-09       9.471618981422e+21       1.429062974619e+04       2.156701944832e-10       9.469185068990e+17       4.039023600251e-09       5.304250442161e+43       7.195844484239e+32       3.732257620480e+33       1.805957073115e+14       2.075006821957e+06       3.815882481151e-08       3.666906170317e+43       8.971156612923e+43       8.971156612923e+43       2.990385537493e+43      -1.709819071079e+52       4.806141828228e-06       2.429772229769e+00 
       6.580088985043e+13       1.745945170971e-25       7.044945959933e-09       9.340395761372e+21       1.429062974619e+04       2.171798858446e-10       9.403361538222e+17       4.067296765452e-09       5.158294566141e+43       7.046822903244e+32       3.654964825659e+33       1.793403250367e+14       2.060582742764e+06       3.815882481151e-08       3.566004731328e+43       8.724299297906e+43       8.724299297906e+43       2.908099765823e+43      -1.651211878021e+52       4.887601859215e-06       2.389276025940e+00 
       6.534348545226e+13       1.770473954678e-25       7.094058673829e-09       9.210990555066e+21       1.429062974619e+04       2.187001450455e-10       9.337995569237e+17       4.095767842810e-09       5.016354925399e+43       6.900887468934e+32       3.579272717805e+33       1.780936693517e+14       2.046258930258e+06       3.815882481151e-08       3.467879774725e+43       8.484234700551e+43       8.484234700551e+43       2.828078233375e+43      -1.594613554285e+52       4.969061890202e-06       2.350107566498e+00 
       6.488926062786e+13       1.795347343267e-25       7.143171387725e-09       9.083378175086e+21       1.429062974619e+04       2.202310460608e-10       9.273083981368e+17       4.124438217710e-09       4.878321006084e+43       6.757974269081e+32       3.505148147661e+33       1.768556795951e+14       2.032034687451e+06       3.815882481151e-08       3.372454900660e+43       8.250775907162e+43       8.250775907162e+43       2.750258635581e+43      -1.539955242181e+52       5.050521921189e-06       2.312202605748e+00 
       6.443819327494e+13       1.820570178093e-25       7.194103091024e-09       8.957533782970e+21       1.429062974619e+04       2.217726633833e-10       9.208623616055e+17       4.153309285233e-09       4.744085335330e+43       6.618020715039e+32       3.432558652470e+33       1.756262955269e+14       2.017909322201e+06       3.815882481151e-08       3.279655811566e+43       8.023741147305e+43       8.023741147305e+43       2.674580382299e+43      -1.487170444242e+52       5.131981952176e-06       2.275500977086e+00 
       6.399026144483e+13       1.846147368524e-25       7.243215804920e-09       8.833432884379e+21       1.429062974619e+04       2.233250720269e-10       9.144611336698e+17       4.182382450230e-09       4.613543397580e+43       6.480965514336e+32       3.361472441759e+33       1.744054573261e+14       2.003882147177e+06       3.815882481151e-08       3.189410254302e+43       7.802953652283e+43       7.802953652283e+43       2.600984550627e+43      -1.436194942325e+52       5.213441983163e-06       2.239946274319e+00 
       6.354544334144e+13       1.872083892905e-25       7.294147508219e-09       8.711051324325e+21       1.429062974619e+04       2.248883475311e-10       9.081044028499e+17       4.211659127381e-09       4.486593553207e+43       6.346748643830e+32       3.291858383417e+33       1.731931055874e+14       1.989952479823e+06       3.815882481151e-08       3.101647963903e+43       7.588241517503e+43       7.588241517503e+43       2.529413839037e+43      -1.386966719481e+52       5.294902014149e-06       2.205485562406e+00 
       6.310371732019e+13       1.898384799516e-25       7.345079211518e-09       8.590365282473e+21       1.429062974619e+04       2.264625659638e-10       9.017918598311e+17       4.241140741272e-09       4.363136959379e+43       6.215311323422e+32       3.223685990061e+33       1.719891813187e+14       1.976119642333e+06       3.815882481151e-08       3.016300608869e+43       7.379437568632e+43       7.379437568632e+43       2.459812522749e+43      -1.339425884507e+52       5.376362045136e-06       2.172069114491e+00 
       6.266506188699e+13       1.925055207564e-25       7.397829904221e-09       8.471351268504e+21       1.429062974619e+04       2.280478039256e-10       8.955231974489e+17       4.270828726461e-09       4.243077493099e+43       6.086595990312e+32       3.156925405682e+33       1.707936259376e+14       1.962382961607e+06       3.815882481151e-08       2.933301737962e+43       7.176379231438e+43       7.176379231438e+43       2.392126410354e+43      -1.293514599080e+52       5.457822076123e-06       2.139650172484e+00 
       6.222945569711e+13       1.952100308175e-25       7.448761607520e-09       8.353986117540e+21       1.429062974619e+04       2.296441385531e-10       8.892981106742e+17       4.300724527546e-09       4.126321676367e+43       5.960546273793e+32       3.091547392570e+33       1.696063812692e+14       1.948741769228e+06       3.815882481151e-08       2.852586728469e+43       6.978908405205e+43       6.978908405205e+43       2.326302801612e+43      -1.249177007394e+52       5.539282107110e-06       2.108184728771e+00 
       6.179687755423e+13       1.979525365404e-25       7.501512300223e-09       8.238246985640e+21       1.429062974619e+04       2.312516475229e-10       8.831162965980e+17       4.330829599238e-09       4.012778603396e+43       5.837106970559e+32       3.027523318513e+33       1.684273895428e+14       1.935195401423e+06       3.815882481151e-08       2.774092735884e+43       6.786871339641e+43       6.786871339641e+43       2.262290446427e+43      -1.206359168200e+52       5.620742138097e-06       2.077631326905e+00 
       6.136730640936e+13       2.007335717263e-25       7.554262992926e-09       8.124111345351e+21       1.429062974619e+04       2.328704090556e-10       8.769774544171e+17       4.361145406432e-09       3.902359869831e+43       5.716224020532e+32       2.964825144252e+33       1.672565933896e+14       1.921743199035e+06       3.815882481151e-08       2.697758644981e+43       6.600118515166e+43       6.600118515166e+43       2.200039504937e+43      -1.165008989187e+52       5.702202169084e-06       2.047950879378e+00 
       6.094072135984e+13       2.035536776754e-25       7.607013685629e-09       8.011556981322e+21       1.429062974619e+04       2.345005019190e-10       8.708812854191e+17       4.391673424277e-09       3.794979503924e+43       5.597844483185e+32       2.903425411207e+33       1.660939358392e+14       1.908384507488e+06       3.815882481151e-08       2.623525022226e+43       6.418504526497e+43       6.418504526497e+43       2.139501508717e+43      -1.125076163605e+52       5.783662200071e-06       2.019106500796e+00 
       6.051710164830e+13       2.064134032931e-25       7.659764378332e-09       7.900561985982e+21       1.429062974619e+04       2.361420054324e-10       8.648274929684e+17       4.422415138247e-09       3.690553899588e+43       5.481916514359e+32       2.843297229445e+33       1.649393603174e+14       1.895118676756e+06       3.815882481151e-08       2.551334069508e+43       6.241887969435e+43       6.241887969435e+43       2.080629323032e+43      -1.086512109056e+52       5.865122231058e-06       1.991063354951e+00 
       6.009642666167e+13       2.093133051959e-25       7.714334060438e-09       7.791104755277e+21       1.429062974619e+04       2.377949994704e-10       8.588157824909e+17       4.453372044214e-09       3.589001751309e+43       5.368389343553e+32       2.784414265909e+33       1.637928106433e+14       1.881945061332e+06       3.815882481151e-08       2.481129579129e+43       6.070131330770e+43       6.070131330770e+43       2.023377110146e+43      -1.049269908397e+52       5.946582262045e-06       1.963788514473e+00 
       5.967867593016e+13       2.122539478206e-25       7.767084753141e-09       7.683163984461e+21       1.429062974619e+04       2.394595644667e-10       8.528458614607e+17       4.484545648523e-09       3.490243990837e+43       5.257213251695e+32       2.726750732886e+33       1.626542310266e+14       1.868863020196e+06       3.815882481151e-08       2.412856890049e+43       5.903100881211e+43       5.903100881211e+43       1.967700293629e+43      -1.013304252655e+52       6.028042293032e-06       1.937250831845e+00 
       5.926382912628e+13       2.152359035335e-25       7.821654435247e-09       7.576718663952e+21       1.429062974619e+04       2.411357814180e-10       8.469174393850e+17       4.515937468062e-09       3.394203725627e+43       5.148339549364e+32       2.670281376706e+33       1.615235660646e+14       1.855871916783e+06       3.815882481151e-08       2.346462845322e+43       5.740666571268e+43       5.740666571268e+43       1.913555523650e+43      -9.785713859058e+51       6.109502324019e-06       1.911420820754e+00 
       5.885186606383e+13       2.182597527422e-25       7.876224117354e-09       7.471748075245e+21       1.429062974619e+04       2.428237318879e-10       8.410302277905e+17       4.547549030338e-09       3.300806178968e+43       5.041720555468e+32       2.614981466691e+33       1.604007607399e+14       1.842971118956e+06       3.815882481151e-08       2.281895750712e+43       5.582701929992e+43       5.582701929992e+43       1.860900643227e+43      -9.450290520386e+51       6.190962355006e-06       1.886270546797e+00 
       5.844276669695e+13       2.213260840085e-25       7.932612788863e-09       7.368231786872e+21       1.429062974619e+04       2.445234980111e-10       8.351839402090e+17       4.579381873550e-09       3.209978631763e+43       4.937309576359e+32       2.560826784320e+33       1.592857604174e+14       1.830159998968e+06       3.815882481151e-08       2.219105334439e+43       5.429083966508e+43       5.429083966508e+43       1.809694655401e+43      -9.126364433497e+51       6.272422385993e-06       1.861773526709e+00 
       5.803651111912e+13       2.244354941627e-25       7.987182470970e-09       7.266149650435e+21       1.429062974619e+04       2.462351624972e-10       8.293782921638e+17       4.611437546665e-09       3.121650365911e+43       4.835060885390e+32       2.507793612620e+33       1.581785108419e+14       1.817437933439e+06       3.815882481151e-08       2.158042708041e+43       5.279693074251e+43       5.279693074251e+43       1.759897691317e+43      -8.813541508945e+51       6.353882416980e-06       1.837904635341e+00 
       5.763307956218e+13       2.275885884202e-25       8.043571142480e-09       7.165481796675e+21       1.429062974619e+04       2.479588086347e-10       8.236130011557e+17       4.643717609491e-09       3.035752609243e+43       4.734929702882e+32       2.455858725786e+33       1.570789581354e+14       1.804804303321e+06       3.815882481151e-08       2.098660328311e+43       5.134412937848e+43       5.134412937848e+43       1.711470979185e+43      -8.511441165419e+51       6.435342447967e-06       1.814640019704e+00 
       5.723245239541e+13       2.307859804989e-25       8.099959813990e-09       7.066208631611e+21       1.429062974619e+04       2.496945202951e-10       8.178877866492e+17       4.676223632757e-09       2.952218481982e+43       4.636872176518e+32       2.404999379004e+33       1.559870487943e+14       1.792258493869e+06       3.815882481151e-08       2.040911960276e+43       4.993130442545e+43       4.993130442545e+43       1.664376814086e+43      -8.219695866738e+51       6.516802478954e-06       1.791957019458e+00 
       5.683461012454e+13       2.340282927389e-25       8.156348485500e-09       6.968310832723e+21       1.429062974619e+04       2.514423819372e-10       8.122023700588e+17       4.708957198186e-09       2.870982944664e+43       4.540845362135e+32       2.355193298489e+33       1.549027296869e+14       1.779799894611e+06       3.815882481151e-08       1.984752641200e+43       4.855735586145e+43       4.855735586145e+43       1.618578528621e+43      -7.937950674696e+51       6.598262509941e-06       1.769834093292e+00 
       5.643953339081e+13       2.373161562235e-25       8.212737157010e-09       6.871769345194e+21       1.429062974619e+04       2.532024786108e-10       8.065564747356e+17       4.741919898573e-09       2.791982747502e+43       4.446807204918e+32       2.306418671737e+33       1.538259480510e+14       1.767427899321e+06       3.815882481151e-08       1.930138645577e+43       4.722121393355e+43       4.722121393355e+43       1.574040464360e+43      -7.665862817246e+51       6.679722540928e-06       1.748250750691e+00 
       5.604720297002e+13       2.406502109023e-25       8.270944817923e-09       6.776565378197e+21       1.429062974619e+04       2.549748959610e-10       8.009498259539e+17       4.775113337862e-09       2.715156381141e+43       4.354716520981e+32       2.258654137963e+33       1.527566514910e+14       1.755141905984e+06       3.815882481151e-08       1.877027451088e+43       4.592183832498e+43       4.592183832498e+43       1.530727944076e+43      -7.403101271487e+51       6.761182571915e-06       1.727187488635e+00 
       5.565759977162e+13       2.440311057152e-25       8.329152478836e-09       6.682680401241e+21       1.429062974619e+04       2.567597202328e-10       7.953821508977e+17       4.808539131227e-09       2.640444028762e+43       4.264532979332e+32       2.211878778754e+33       1.516947879756e+14       1.742941316771e+06       3.815882481151e-08       1.825377705488e+43       4.465821734514e+43       4.465821734514e+43       1.488607244750e+43      -7.149346360932e+51       6.842642602902e-06       1.706625732818e+00 
       5.527070483775e+13       2.474594987194e-25       8.387360139750e-09       6.590096140564e+21       1.429062974619e+04       2.585570382744e-10       7.898531786471e+17       4.842198905145e-09       2.567787519515e+43       4.176217084210e+32       2.166072108904e+33       1.506403058351e+14       1.730825538010e+06       3.815882481151e-08       1.775149194414e+43       4.342936714188e+43       4.342936714188e+43       1.447645571310e+43      -6.904289366599e+51       6.924102633889e-06       1.686547783020e+00 
